Time,Event,Symbol,Bid,Ask
1483400043,TICK,USDJPYi,117.37700,117.38800
1483400043,TICK,GBPCADi,1.65101,1.65151
1483400044,TICK,EURUSDi,1.04610,1.04617
1483400044,TICK,EURAUDi,1.45262,1.45292
1483400044,TICK,USDCADi,1.34439,1.34453
1483400044,TICK,USDCHFi,1.02424,1.02428
1483400044,TICK,EURGBPi,0.85182,0.85188
1483400044,TICK,EURJPYi,122.79600,122.81400
1483400044,TICK,USDJPYi,117.37700,117.38800
1483400044,TICK,AUDJPYi,84.51800,84.53400
1483400044,TICK,GBPCADi,1.65102,1.65151
1483400045,TICK,EURUSDi,1.04610,1.04617
1483400045,TICK,EURGBPi,0.85181,0.85188
1483400045,TICK,AUDUSDi,0.72005,0.72013
1483400045,TICK,EURJPYi,122.79600,122.81400
1483400045,TICK,AUDJPYi,84.52100,84.53400
1483400045,TICK,EURAUDi,1.45262,1.45293
1483400045,TICK,USDCHFi,1.02424,1.02429
1483400045,TICK,GBPAUDi,1.70538,1.70577
1483400045,TICK,USDJPYi,117.37800,117.38900
1483400045,TICK,GBPCADi,1.65103,1.65151
1483400046,TICK,EURUSDi,1.04612,1.04619
1483400046,TICK,EURGBPi,0.85181,0.85188
1483400046,TICK,EURJPYi,122.79600,122.81500
1483400046,TICK,EURAUDi,1.45265,1.45290
1483400046,TICK,USDCHFi,1.02424,1.02430
1483400046,TICK,USDJPYi,117.37900,117.38900
1483400046,TICK,AUDJPYi,84.52100,84.53800
1483400046,TICK,USDCADi,1.34439,1.34453
1483400047,TICK,EURUSDi,1.04610,1.04617
1483400047,TICK,EURGBPi,0.85182,0.85188
1483400047,TICK,EURJPYi,122.80200,122.82000
1483400047,TICK,EURAUDi,1.45262,1.45287
1483400047,TICK,USDCADi,1.34438,1.34453
1483400047,TICK,USDCHFi,1.02424,1.02428
1483400047,TICK,AUDUSDi,0.72005,0.72012
1483400047,TICK,USDJPYi,117.38500,117.39600
1483400047,TICK,AUDJPYi,84.52400,84.53800
1483400047,TICK,GBPCADi,1.65104,1.65151
1483400047,TICK,AUDCADi,0.96799,0.96820
1483400047,TICK,XAUUSDi,1150.55000,1150.77000
1483400048,TICK,EURUSDi,1.04610,1.04617
1483400047,TICK,GBPAUDi,1.70539,1.70577
1483400048,TICK,EURGBPi,0.85181,0.85188
1483400048,TICK,EURJPYi,122.80500,122.82000
1483400048,TICK,AUDJPYi,84.52500,84.53900
1483400048,TICK,EURAUDi,1.45262,1.45289
1483400048,TICK,USDJPYi,117.38500,117.39500
1483400048,TICK,USDCHFi,1.02424,1.02429
1483400049,TICK,EURGBPi,0.85182,0.85188
1483400049,TICK,USDCADi,1.34439,1.34452
1483400049,TICK,GBPAUDi,1.70539,1.70579
1483400049,TICK,XAUUSDi,1150.51000,1150.75000
1483400049,TICK,EURUSDi,1.04610,1.04617
1483400049,TICK,GBPUSDi,1.22811,1.22830
1483400049,TICK,EURJPYi,122.80600,122.82200
1483400049,TICK,EURAUDi,1.45262,1.45288
1483400049,TICK,USDCHFi,1.02424,1.02430
1483400049,TICK,USDJPYi,117.38800,117.39700
1483400049,TICK,GBPCADi,1.65103,1.65151
1483400050,TICK,EURUSDi,1.04612,1.04619
1483400050,TICK,EURGBPi,0.85181,0.85188
1483400050,TICK,GBPUSDi,1.22811,1.22830
1483400050,TICK,EURJPYi,122.80600,122.82300
1483400049,TICK,AUDJPYi,84.52600,84.53900
1483400050,TICK,EURAUDi,1.45267,1.45291
1483400050,TICK,GBPCADi,1.65105,1.65151
1483400050,TICK,USDCHFi,1.02424,1.02433
1483400050,TICK,GBPAUDi,1.70540,1.70579
1483400050,TICK,AUDUSDi,0.72004,0.72012
1483400050,TICK,AUDJPYi,84.52500,84.53700
1483400050,TICK,USDJPYi,117.38500,117.39500
1483400050,TICK,USDCADi,1.34439,1.34451
1483400050,TICK,AUDCADi,0.96799,0.96819
1483400051,TICK,EURUSDi,1.04611,1.04618
1483400051,TICK,EURJPYi,122.80600,122.82200
1483400051,TICK,EURAUDi,1.45264,1.45291
1483400051,TICK,USDJPYi,117.38600,117.39600
1483400051,TICK,GBPCADi,1.65105,1.65150
1483400051,TICK,GBPAUDi,1.70541,1.70580
1483400051,TICK,XAUUSDi,1150.65000,1150.89000
1483400051,TICK,EURGBPi,0.85182,0.85188
1483400051,TICK,USDCADi,1.34447,1.34457
1483400051,TICK,AUDCADi,0.96801,0.96824
1483400051,TICK,USDCHFi,1.02424,1.02438
1483400052,TICK,EURUSDi,1.04611,1.04618
1483400052,TICK,EURGBPi,0.85182,0.85188
1483400052,TICK,EURJPYi,122.80600,122.82300
1483400052,TICK,EURAUDi,1.45264,1.45291
1483400052,TICK,USDJPYi,117.38700,117.39600
1483400052,TICK,USDCHFi,1.02424,1.02430
1483400052,TICK,GBPAUDi,1.70540,1.70580
1483400052,TICK,AUDUSDi,0.72004,0.72011
1483400052,TICK,AUDJPYi,84.52400,84.53800
1483400052,TICK,AUDCADi,0.96803,0.96822
1483400053,TICK,EURUSDi,1.04611,1.04618
1483400053,TICK,EURAUDi,1.45267,1.45293
1483400053,TICK,USDJPYi,117.38700,117.39600
1483400053,TICK,USDCHFi,1.02424,1.02428
1483400053,TICK,EURGBPi,0.85182,0.85188
1483400053,TICK,EURJPYi,122.80600,122.82200
1483400053,TICK,USDCADi,1.34448,1.34456
1483400053,TICK,AUDCADi,0.96801,0.96821
1483400053,TICK,GBPAUDi,1.70545,1.70583
1483400054,TICK,EURUSDi,1.04610,1.04616
1483400054,TICK,EURGBPi,0.85182,0.85188
1483400054,TICK,EURJPYi,122.80600,122.82200
1483400054,TICK,EURAUDi,1.45266,1.45293
1483400054,TICK,USDCADi,1.34447,1.34456
1483400054,TICK,USDCHFi,1.02424,1.02430
1483400054,TICK,USDJPYi,117.38800,117.39600
1483400054,TICK,AUDJPYi,84.52300,84.53700
1483400054,TICK,GBPAUDi,1.70544,1.70583
1483400054,TICK,XAUUSDi,1150.56000,1150.77000
1483400055,TICK,EURUSDi,1.04611,1.04618
1483400055,TICK,EURGBPi,0.85182,0.85188
1483400055,TICK,EURJPYi,122.80600,122.82200
1483400055,TICK,AUDJPYi,84.52400,84.53700
1483400055,TICK,EURAUDi,1.45266,1.45294
1483400055,TICK,USDJPYi,117.38700,117.39600
1483400055,TICK,USDCHFi,1.02424,1.02429
1483400055,TICK,XAUUSDi,1150.56000,1150.79000
1483400055,TICK,USDCADi,1.34447,1.34456
1483400055,TICK,AUDCADi,0.96803,0.96821
1483400056,TICK,EURUSDi,1.04610,1.04616
1483400056,TICK,EURGBPi,0.85182,0.85188
1483400056,TICK,EURJPYi,122.80600,122.82300
1483400056,TICK,EURAUDi,1.45267,1.45294
1483400056,TICK,USDCHFi,1.02424,1.02438
1483400056,TICK,USDJPYi,117.38600,117.39600
1483400056,TICK,USDCADi,1.34448,1.34456
1483400057,TICK,EURUSDi,1.04611,1.04618
1483400057,TICK,EURGBPi,0.85181,0.85187
1483400057,TICK,AUDUSDi,0.72002,0.72010
1483400057,TICK,EURJPYi,122.80700,122.83000
1483400057,TICK,AUDJPYi,84.52600,84.54100
1483400057,TICK,EURAUDi,1.45276,1.45298
1483400057,TICK,USDCADi,1.34448,1.34457
1483400057,TICK,USDJPYi,117.39300,117.40300
1483400057,TICK,GBPCADi,1.65111,1.65155
1483400057,TICK,AUDCADi,0.96800,0.96819
1483400057,TICK,USDCHFi,1.02424,1.02431
1483400057,TICK,GBPAUDi,1.70547,1.70585
1483400057,TICK,XAUUSDi,1150.56000,1150.75000
1483400058,TICK,EURUSDi,1.04611,1.04618
1483400058,TICK,EURJPYi,122.80800,122.82700
1483400058,TICK,EURAUDi,1.45265,1.45291
1483400058,TICK,USDCHFi,1.02423,1.02435
1483400058,TICK,USDJPYi,117.39300,117.40300
1483400058,TICK,EURGBPi,0.85179,0.85187
1483400058,TICK,AUDJPYi,84.52900,84.54200
1483400058,TICK,USDCADi,1.34438,1.34453
1483400058,TICK,GBPCADi,1.65108,1.65155
1483400058,TICK,AUDCADi,0.96800,0.96822
1483400058,TICK,XAUUSDi,1150.56000,1150.78000
1483400059,TICK,EURUSDi,1.04610,1.04617
1483400059,TICK,EURJPYi,122.80900,122.83000
1483400059,TICK,EURAUDi,1.45267,1.45294
1483400059,TICK,USDCADi,1.34438,1.34454
1483400059,TICK,USDJPYi,117.39400,117.40300
1483400059,TICK,USDCHFi,1.02426,1.02438
1483400059,TICK,AUDUSDi,0.72004,0.72012
1483400059,TICK,AUDJPYi,84.52900,84.54300
1483400059,TICK,GBPAUDi,1.70541,1.70580
1483400059,TICK,EURGBPi,0.85180,0.85188
1483400059,TICK,AUDCADi,0.96800,0.96823
1483400060,TICK,EURUSDi,1.04611,1.04618
1483400060,TICK,EURGBPi,0.85178,0.85188
1483400060,TICK,AUDUSDi,0.72006,0.72014
1483400060,TICK,EURJPYi,122.80900,122.82900
1483400060,TICK,AUDJPYi,84.53100,84.54400
1483400060,TICK,EURAUDi,1.45262,1.45286
1483400060,TICK,GBPCADi,1.65108,1.65154
1483400060,TICK,AUDCADi,0.96802,0.96825
1483400060,TICK,USDCHFi,1.02426,1.02436
1483400060,TICK,GBPAUDi,1.70536,1.70575
1483400060,TICK,USDCADi,1.34439,1.34455
1483400060,TICK,USDJPYi,117.39300,117.40300
1483400060,TICK,XAUUSDi,1150.47000,1150.69000
1483400061,TICK,EURUSDi,1.04610,1.04616
1483400061,TICK,EURJPYi,122.80900,122.83000
1483400061,TICK,AUDJPYi,84.53200,84.54500
1483400061,TICK,EURAUDi,1.45260,1.45288
1483400061,TICK,GBPCADi,1.65109,1.65155
1483400061,TICK,GBPAUDi,1.70536,1.70575
1483400061,TICK,XAUUSDi,1150.47000,1150.72000
1483400061,TICK,USDJPYi,117.39500,117.40300
1483400061,TICK,USDCHFi,1.02426,1.02433
1483400061,TICK,AUDUSDi,0.72005,0.72014
1483400061,TICK,USDCADi,1.34439,1.34454
1483400061,TICK,EURGBPi,0.85179,0.85187
1483400062,TICK,EURUSDi,1.04611,1.04618
1483400062,TICK,EURGBPi,0.85179,0.85187
1483400062,TICK,EURJPYi,122.81000,122.83400
1483400062,TICK,AUDJPYi,84.53100,84.54600
1483400062,TICK,EURAUDi,1.45262,1.45289
1483400062,TICK,USDJPYi,117.39400,117.40500
1483400062,TICK,USDCHFi,1.02426,1.02434
1483400063,TICK,EURUSDi,1.04610,1.04616
1483400063,TICK,EURAUDi,1.45262,1.45289
1483400063,TICK,USDCHFi,1.02429,1.02435
1483400063,TICK,GBPAUDi,1.70537,1.70577
1483400063,TICK,EURGBPi,0.85177,0.85187
1483400063,TICK,EURJPYi,122.81100,122.83300
1483400063,TICK,USDJPYi,117.39700,117.40500
1483400065,TICK,EURUSDi,1.04611,1.04618
1483400065,TICK,EURGBPi,0.85178,0.85187
1483400064,TICK,EURJPYi,122.81100,122.83400
1483400065,TICK,EURAUDi,1.45262,1.45289
1483400065,TICK,USDCHFi,1.02429,1.02442
1483400064,TICK,GBPAUDi,1.70536,1.70578
1483400065,TICK,EURJPYi,122.81100,122.83300
1483400066,TICK,EURUSDi,1.04611,1.04618
1483400066,TICK,EURGBPi,0.85178,0.85187
1483400066,TICK,EURJPYi,122.81100,122.83400
1483400066,TICK,EURAUDi,1.45262,1.45288
1483400066,TICK,USDJPYi,117.39800,117.40500
1483400066,TICK,USDCHFi,1.02429,1.02434
1483400067,TICK,EURUSDi,1.04610,1.04616
1483400067,TICK,EURJPYi,122.81100,122.83300
1483400067,TICK,EURGBPi,0.85178,0.85187
1483400067,TICK,AUDUSDi,0.72005,0.72015
1483400067,TICK,EURAUDi,1.45262,1.45289
1483400067,TICK,AUDCADi,0.96802,0.96826
1483400067,TICK,USDCHFi,1.02429,1.02434
1483400067,TICK,USDJPYi,117.39800,117.40500
1483400067,TICK,XAUUSDi,1150.46000,1150.71000
1483400070,TICK,EURUSDi,1.04601,1.04609
1483400070,TICK,EURGBPi,0.85176,0.85186
1483400068,TICK,AUDUSDi,0.72005,0.72014
1483400070,TICK,EURJPYi,122.81100,122.82300
1483400070,TICK,AUDJPYi,84.53100,84.54400
1483400070,TICK,EURAUDi,1.45252,1.45276
1483400069,TICK,USDCADi,1.34438,1.34454
1483400070,TICK,USDJPYi,117.39100,117.40500
1483400070,TICK,GBPCADi,1.65109,1.65151
1483400070,TICK,AUDCADi,0.96802,0.96824
1483400070,TICK,GBPAUDi,1.70537,1.70577
1483400068,TICK,XAUUSDi,1150.46000,1150.71000
1483400071,TICK,EURUSDi,1.04605,1.04606
1483400071,TICK,EURAUDi,1.45252,1.45274
1483400070,TICK,USDCADi,1.34438,1.34453
1483400071,TICK,USDJPYi,117.39300,117.40300
1483400071,TICK,EURJPYi,122.80400,122.81800
1483400071,TICK,AUDJPYi,84.52900,84.54400
1483400071,TICK,USDCADi,1.34447,1.34463
1483400071,TICK,GBPCADi,1.65118,1.65162
1483400071,TICK,AUDCADi,0.96805,0.96830
1483400071,TICK,USDCHFi,1.02429,1.02433
1483400071,TICK,GBPAUDi,1.70537,1.70578
1483400072,TICK,EURUSDi,1.04604,1.04610
1483400072,TICK,EURGBPi,0.85175,0.85184
1483400072,TICK,EURJPYi,122.80500,122.82100
1483400072,TICK,AUDJPYi,84.53000,84.54400
1483400072,TICK,EURAUDi,1.45249,1.45275
1483400072,TICK,USDCADi,1.34444,1.34462
1483400072,TICK,USDJPYi,117.39500,117.40300
1483400072,TICK,USDCHFi,1.02429,1.02433
1483400072,TICK,XAUUSDi,1150.46000,1150.71000
1483400072,TICK,GBPAUDi,1.70537,1.70577
1483400073,TICK,EURUSDi,1.04604,1.04609
1483400073,TICK,EURGBPi,0.85174,0.85184
1483400073,TICK,EURJPYi,122.81000,122.83100
1483400073,TICK,AUDJPYi,84.53600,84.54900
1483400073,TICK,EURAUDi,1.45249,1.45279
1483400073,TICK,USDCADi,1.34448,1.34465
1483400073,TICK,USDJPYi,117.40200,117.41000
1483400073,TICK,GBPCADi,1.65121,1.65167
1483400073,TICK,AUDCADi,0.96811,0.96836
1483400073,TICK,USDCHFi,1.02429,1.02435
1483400073,TICK,GBPAUDi,1.70537,1.70578
1483400074,TICK,EURUSDi,1.04602,1.04609
1483400074,TICK,EURGBPi,0.85174,0.85183
1483400074,TICK,AUDUSDi,0.72005,0.72013
1483400074,TICK,EURAUDi,1.45248,1.45281
1483400074,TICK,USDJPYi,117.40400,117.41000
1483400074,TICK,GBPCADi,1.65120,1.65172
1483400074,TICK,USDCHFi,1.02429,1.02437
1483400074,TICK,EURJPYi,122.81100,122.82800
1483400074,TICK,USDCADi,1.34448,1.34466
1483400074,TICK,GBPUSDi,1.22811,1.22828
1483400074,TICK,AUDJPYi,84.53400,84.54900
1483400074,TICK,GBPAUDi,1.70539,1.70579
1483400075,TICK,EURUSDi,1.04601,1.04609
1483400075,TICK,EURGBPi,0.85174,0.85183
1483400075,TICK,EURJPYi,122.81100,122.82800
1483400075,TICK,EURAUDi,1.45248,1.45281
1483400075,TICK,USDCHFi,1.02429,1.02436
1483400075,TICK,USDJPYi,117.40400,117.41000
1483400075,TICK,AUDCADi,0.96811,0.96835
1483400075,TICK,GBPAUDi,1.70539,1.70580
1483400075,TICK,GBPCADi,1.65121,1.65165
1483400076,TICK,EURUSDi,1.04602,1.04610
1483400076,TICK,EURGBPi,0.85175,0.85183
1483400076,TICK,EURJPYi,122.81100,122.82900
1483400076,TICK,EURAUDi,1.45248,1.45282
1483400076,TICK,USDJPYi,117.40300,117.41000
1483400076,TICK,AUDCADi,0.96811,0.96834
1483400076,TICK,USDCHFi,1.02429,1.02436
1483400077,TICK,EURUSDi,1.04601,1.04609
1483400077,TICK,EURGBPi,0.85173,0.85183
1483400077,TICK,GBPUSDi,1.22811,1.22829
1483400077,TICK,EURJPYi,122.80900,122.82800
1483400077,TICK,EURAUDi,1.45249,1.45281
1483400077,TICK,USDJPYi,117.40300,117.41000
1483400077,TICK,AUDCADi,0.96811,0.96833
1483400077,TICK,USDCHFi,1.02429,1.02436
1483400076,TICK,GBPAUDi,1.70539,1.70580
1483400077,TICK,GBPCADi,1.65122,1.65165
1483400078,TICK,EURUSDi,1.04603,1.04611
1483400078,TICK,EURGBPi,0.85175,0.85183
1483400078,TICK,EURJPYi,122.80900,122.83000
1483400078,TICK,AUDJPYi,84.53400,84.54800
1483400078,TICK,EURAUDi,1.45249,1.45282
1483400078,TICK,USDCHFi,1.02429,1.02438
1483400078,TICK,AUDUSDi,0.72004,0.72012
1483400080,TICK,EURUSDi,1.04601,1.04609
1483400080,TICK,EURGBPi,0.85174,0.85183
1483400079,TICK,EURJPYi,122.80900,122.82800
1483400079,TICK,AUDJPYi,84.53500,84.54800
1483400080,TICK,EURAUDi,1.45250,1.45280
1483400079,TICK,USDJPYi,117.40200,117.41000
1483400079,TICK,AUDCADi,0.96811,0.96832
1483400078,TICK,XAUUSDi,1150.46000,1150.68000
1483400080,TICK,EURJPYi,122.80900,122.82900
1483400080,TICK,USDJPYi,117.40300,117.41000
1483400080,TICK,USDCHFi,1.02429,1.02442
1483400080,TICK,GBPCADi,1.65123,1.65165
1483400080,TICK,GBPAUDi,1.70540,1.70580
1483400081,TICK,EURUSDi,1.04601,1.04608
1483400081,TICK,EURJPYi,122.80900,122.82800
1483400081,TICK,EURAUDi,1.45250,1.45280
1483400081,TICK,EURGBPi,0.85173,0.85183
1483400081,TICK,USDJPYi,117.40300,117.41000
1483400081,TICK,USDCHFi,1.02429,1.02436
1483400081,TICK,XAUUSDi,1150.46000,1150.67000
1483400081,TICK,USDCADi,1.34450,1.34462
1483400082,TICK,EURUSDi,1.04601,1.04608
1483400082,TICK,EURGBPi,0.85172,0.85182
1483400082,TICK,GBPUSDi,1.22811,1.22830
1483400082,TICK,EURAUDi,1.45248,1.45279
1483400082,TICK,USDCHFi,1.02429,1.02437
1483400082,TICK,GBPAUDi,1.70540,1.70581
1483400082,TICK,EURJPYi,122.80900,122.82800
1483400082,TICK,AUDJPYi,84.53400,84.54800
1483400082,TICK,AUDCADi,0.96811,0.96831
1483400082,TICK,AUDUSDi,0.72005,0.72013
1483400083,TICK,EURUSDi,1.04600,1.04609
1483400083,TICK,EURGBPi,0.85172,0.85182
1483400083,TICK,EURJPYi,122.80900,122.82700
1483400083,TICK,EURAUDi,1.45251,1.45277
1483400083,TICK,USDCHFi,1.02429,1.02438
1483400083,TICK,USDJPYi,117.40200,117.41000
1483400084,TICK,EURUSDi,1.04601,1.04609
1483400084,TICK,EURJPYi,122.80900,122.82800
1483400084,TICK,USDCHFi,1.02429,1.02437
1483400084,TICK,GBPAUDi,1.70538,1.70580
1483400084,TICK,EURGBPi,0.85173,0.85182
1483400084,TICK,AUDUSDi,0.72006,0.72014
1483400084,TICK,EURAUDi,1.45247,1.45277
1483400084,TICK,USDJPYi,117.40300,117.41000
1483400084,TICK,GBPCADi,1.65124,1.65165
1483400084,TICK,AUDCADi,0.96813,0.96833
1483400084,TICK,AUDJPYi,84.53600,84.55000
1483400084,TICK,XAUUSDi,1150.49000,1150.67000
1483400085,TICK,EURUSDi,1.04600,1.04609
1483400085,TICK,EURAUDi,1.45247,1.45274
1483400084,TICK,USDCADi,1.34451,1.34463
1483400085,TICK,EURGBPi,0.85172,0.85182
1483400085,TICK,EURJPYi,122.80900,122.82600
1483400085,TICK,USDJPYi,117.40300,117.41000
1483400085,TICK,USDCHFi,1.02429,1.02438
1483400085,TICK,XAUUSDi,1150.44000,1150.64000
1483400086,TICK,EURUSDi,1.04600,1.04611
1483400086,TICK,EURJPYi,122.80900,122.82600
1483400086,TICK,EURAUDi,1.45247,1.45276
1483400086,TICK,EURGBPi,0.85173,0.85181
1483400086,TICK,USDCHFi,1.02429,1.02437
1483400086,TICK,AUDJPYi,84.53600,84.55200
1483400086,TICK,USDJPYi,117.40300,117.41200
1483400086,TICK,XAUUSDi,1150.44000,1150.66000
1483400086,TICK,USDCADi,1.34451,1.34464
1483400086,TICK,GBPAUDi,1.70538,1.70580
1483400087,TICK,EURUSDi,1.04601,1.04610
1483400087,TICK,EURGBPi,0.85173,0.85181
1483400087,TICK,AUDUSDi,0.72005,0.72014
1483400087,TICK,EURJPYi,122.81800,122.84500
1483400087,TICK,EURAUDi,1.45247,1.45278
1483400087,TICK,USDCADi,1.34451,1.34464
1483400087,TICK,USDJPYi,117.41200,117.42300
1483400087,TICK,USDCHFi,1.02429,1.02442
1483400087,TICK,XAUUSDi,1150.40000,1150.63000
1483400088,TICK,EURUSDi,1.04601,1.04609
1483400088,TICK,EURGBPi,0.85173,0.85181
1483400088,TICK,EURAUDi,1.45250,1.45275
1483400088,TICK,USDJPYi,117.42100,117.42300
1483400088,TICK,EURJPYi,122.82100,122.84400
1483400088,TICK,USDCHFi,1.02429,1.02437
1483400088,TICK,GBPAUDi,1.70538,1.70581
1483400089,TICK,EURUSDi,1.04601,1.04610
1483400089,TICK,EURJPYi,122.82100,122.84300
1483400089,TICK,EURAUDi,1.45250,1.45279
1483400089,TICK,USDJPYi,117.42000,117.42400
1483400088,TICK,AUDCADi,0.96813,0.96833
1483400089,TICK,XAUUSDi,1150.40000,1150.61000
1483400089,TICK,EURGBPi,0.85172,0.85181
1483400089,TICK,USDCADi,1.34451,1.34466
1483400089,TICK,USDCHFi,1.02429,1.02442
1483400090,TICK,EURUSDi,1.04604,1.04611
1483400090,TICK,EURGBPi,0.85172,0.85182
1483400090,TICK,GBPUSDi,1.22813,1.22830
1483400090,TICK,EURJPYi,122.82100,122.84800
1483400090,TICK,EURAUDi,1.45255,1.45281
1483400090,TICK,USDJPYi,117.42100,117.42400
1483400090,TICK,GBPCADi,1.65123,1.65165
1483400090,TICK,USDCHFi,1.02429,1.02438
1483400090,TICK,GBPAUDi,1.70539,1.70581
1483400090,TICK,USDCADi,1.34451,1.34466
1483400091,TICK,EURUSDi,1.04607,1.04614
1483400091,TICK,EURJPYi,122.82100,122.84900
1483400091,TICK,EURAUDi,1.45258,1.45282
1483400091,TICK,USDCADi,1.34451,1.34465
1483400091,TICK,USDJPYi,117.42000,117.42400
1483400091,TICK,EURGBPi,0.85173,0.85184
1483400091,TICK,GBPUSDi,1.22808,1.22828
1483400091,TICK,GBPCADi,1.65129,1.65161
1483400091,TICK,AUDCADi,0.96816,0.96838
1483400091,TICK,USDCHFi,1.02429,1.02437
1483400091,TICK,GBPAUDi,1.70535,1.70575
1483400092,TICK,EURJPYi,122.82100,122.84700
1483400092,TICK,EURUSDi,1.04607,1.04614
1483400092,TICK,GBPUSDi,1.22811,1.22829
1483400092,TICK,EURAUDi,1.45258,1.45282
1483400092,TICK,USDCHFi,1.02429,1.02438
1483400092,TICK,AUDJPYi,84.54500,84.55800
1483400092,TICK,USDCADi,1.34454,1.34470
1483400092,TICK,USDJPYi,117.41700,117.42200
1483400092,TICK,GBPAUDi,1.70537,1.70580
1483400092,TICK,XAUUSDi,1150.49000,1150.71000
1483400092,TICK,EURGBPi,0.85175,0.85183
1483400093,TICK,EURUSDi,1.04605,1.04612
1483400093,TICK,EURGBPi,0.85174,0.85182
1483400093,TICK,AUDUSDi,0.72005,0.72014
1483400093,TICK,EURJPYi,122.81600,122.83300
1483400093,TICK,AUDJPYi,84.53800,84.55300
1483400093,TICK,EURAUDi,1.45255,1.45279
1483400093,TICK,USDCADi,1.34454,1.34467
1483400093,TICK,USDJPYi,117.40700,117.41500
1483400093,TICK,USDCHFi,1.02429,1.02435
1483400093,TICK,GBPAUDi,1.70537,1.70578
1483400093,TICK,GBPCADi,1.65130,1.65174
1483400094,TICK,EURUSDi,1.04604,1.04611
1483400094,TICK,EURGBPi,0.85173,0.85183
1483400094,TICK,EURJPYi,122.81600,122.83300
1483400094,TICK,EURAUDi,1.45252,1.45277
1483400094,TICK,USDCADi,1.34454,1.34466
1483400094,TICK,USDJPYi,117.40700,117.41500
1483400094,TICK,XAUUSDi,1150.49000,1150.71000
1483400094,TICK,GBPCADi,1.65131,1.65174
1483400094,TICK,USDCHFi,1.02429,1.02434
1483400094,TICK,AUDUSDi,0.72005,0.72015
1483400095,TICK,EURUSDi,1.04605,1.04612
1483400095,TICK,EURJPYi,122.81600,122.83200
1483400095,TICK,EURAUDi,1.45253,1.45278
1483400095,TICK,USDCHFi,1.02429,1.02435
1483400095,TICK,EURGBPi,0.85174,0.85182
1483400095,TICK,USDCADi,1.34455,1.34468
1483400095,TICK,AUDCADi,0.96814,0.96838
1483400095,TICK,USDJPYi,117.40500,117.41500
1483400096,TICK,EURUSDi,1.04605,1.04612
1483400096,TICK,EURGBPi,0.85174,0.85183
1483400096,TICK,EURJPYi,122.81600,122.83700
1483400096,TICK,AUDJPYi,84.54000,84.55500
1483400096,TICK,EURAUDi,1.45256,1.45281
1483400096,TICK,USDCADi,1.34457,1.34467
1483400096,TICK,USDJPYi,117.40500,117.41600
1483400096,TICK,GBPCADi,1.65132,1.65174
1483400096,TICK,USDCHFi,1.02429,1.02434
1483400097,TICK,EURUSDi,1.04606,1.04613
1483400097,TICK,EURJPYi,122.81600,122.83600
1483400097,TICK,EURAUDi,1.45254,1.45278
1483400097,TICK,USDJPYi,117.40800,117.41600
1483400097,TICK,EURGBPi,0.85174,0.85182
1483400097,TICK,USDCADi,1.34457,1.34468
1483400097,TICK,USDCHFi,1.02429,1.02434
1483400097,TICK,AUDUSDi,0.72005,0.72014
1483400098,TICK,EURUSDi,1.04606,1.04613
1483400098,TICK,EURGBPi,0.85174,0.85182
1483400098,TICK,EURJPYi,122.81600,122.83900
1483400098,TICK,AUDJPYi,84.54100,84.55500
1483400098,TICK,EURAUDi,1.45254,1.45277
1483400098,TICK,USDCADi,1.34457,1.34467
1483400098,TICK,USDJPYi,117.41100,117.41600
1483400098,TICK,USDCHFi,1.02429,1.02434
1483400098,TICK,GBPUSDi,1.22811,1.22827
1483400098,TICK,AUDUSDi,0.72005,0.72015
1483400099,TICK,EURUSDi,1.04607,1.04614
1483400099,TICK,EURGBPi,0.85174,0.85183
1483400099,TICK,EURJPYi,122.81600,122.83800
1483400099,TICK,USDCADi,1.34457,1.34467
1483400099,TICK,EURAUDi,1.45253,1.45278
1483400099,TICK,USDCHFi,1.02429,1.02435
1483400099,TICK,USDJPYi,117.41000,117.41600
1483400099,TICK,GBPAUDi,1.70537,1.70577
1483400100,TICK,EURUSDi,1.04605,1.04612
1483400100,TICK,EURJPYi,122.81600,122.83700
1483400100,TICK,AUDJPYi,84.54200,84.55500
1483400100,TICK,EURAUDi,1.45253,1.45277
1483400100,TICK,USDCADi,1.34457,1.34468
1483400100,TICK,GBPAUDi,1.70537,1.70578
1483400100,TICK,EURGBPi,0.85173,0.85183
1483400100,TICK,USDJPYi,117.41100,117.41600
1483400100,TICK,USDCHFi,1.02429,1.02435
1483400101,TICK,EURUSDi,1.04605,1.04612
1483400100,TICK,AUDUSDi,0.72005,0.72014
1483400101,TICK,EURJPYi,122.81600,122.83700
1483400101,TICK,EURGBPi,0.85174,0.85184
1483400101,TICK,EURAUDi,1.45256,1.45281
1483400101,TICK,USDCADi,1.34457,1.34467
1483400101,TICK,USDCHFi,1.02429,1.02434
1483400101,TICK,GBPCADi,1.65130,1.65174
1483400101,TICK,AUDCADi,0.96813,0.96836
1483400101,TICK,GBPAUDi,1.70537,1.70578
1483400101,TICK,AUDJPYi,84.54100,84.55500
1483400101,TICK,USDJPYi,117.41000,117.41600
1483400102,TICK,EURUSDi,1.04607,1.04614
1483400102,TICK,GBPUSDi,1.22811,1.22823
1483400102,TICK,EURJPYi,122.81600,122.84000
1483400102,TICK,EURAUDi,1.45254,1.45282
1483400102,TICK,USDCADi,1.34455,1.34467
1483400102,TICK,USDJPYi,117.41100,117.41600
1483400102,TICK,USDCHFi,1.02432,1.02439
1483400102,TICK,GBPAUDi,1.70537,1.70580
